date,trend_category,post_count
2025-08-01,AI tools & productivity,0.9591836734693877
2025-08-08,AI tools & productivity,1.1020408163265305
2025-08-15,AI tools & productivity,1.0888888888888888
2025-08-22,AI tools & productivity,0.75
2025-08-29,AI tools & productivity,0.88
2025-09-05,AI tools & productivity,1.0434782608695652
2025-09-12,AI tools & productivity,1.02
2025-09-19,AI tools & productivity,1.163265306122449
2025-09-26,AI tools & productivity,0.8409090909090909
2025-10-03,AI tools & productivity,0.84
2025-10-10,AI tools & productivity,1.0
2025-10-17,AI tools & productivity,1.1428571428571428
2025-10-24,AI tools & productivity,1.125
2025-10-31,AI tools & productivity,1.28
2025-11-07,AI tools & productivity,1.5454545454545454
2025-11-14,AI tools & productivity,2.4651162790697674
2025-11-21,AI tools & productivity,3.263157894736842
2025-11-28,AI tools & productivity,4.3
2025-12-05,AI tools & productivity,5.7
2025-12-12,AI tools & productivity,8.365384615384615
2025-12-19,AI tools & productivity,9.84
2025-12-26,AI tools & productivity,12.25
2026-01-02,AI tools & productivity,12.51063829787234
2026-01-09,AI tools & productivity,17.358490566037737
2026-01-16,AI tools & productivity,20.86046511627907
2026-01-23,AI tools & productivity,22.408163265306122
2026-01-30,AI tools & productivity,21.84
2026-02-06,AI tools & productivity,22.930232558139537
2026-02-13,AI tools & productivity,23.404255319148938
2026-02-20,AI tools & productivity,22.568181818181817
2026-02-27,AI tools & productivity,22.6
2026-03-06,AI tools & productivity,21.28205128205128
2026-03-13,AI tools & productivity,18.431818181818183
2026-03-20,AI tools & productivity,16.431818181818183
2026-03-27,AI tools & productivity,14.08695652173913
2026-04-03,AI tools & productivity,12.26923076923077
2026-04-10,AI tools & productivity,9.422222222222222
2026-04-17,AI tools & productivity,8.173913043478262
2026-04-24,AI tools & productivity,5.702127659574468
2026-05-01,AI tools & productivity,4.586956521739131
2026-05-08,AI tools & productivity,3.4705882352941178
2026-05-15,AI tools & productivity,2.5681818181818183
2026-05-22,AI tools & productivity,1.3617021276595744
2026-05-29,AI tools & productivity,1.4444444444444444
2026-06-05,AI tools & productivity,1.0444444444444445
2026-06-12,AI tools & productivity,0.94
2026-06-19,AI tools & productivity,1.0416666666666667
2026-06-26,AI tools & productivity,0.975609756097561
2026-07-03,AI tools & productivity,0.9347826086956522
2026-07-10,AI tools & productivity,0.9787234042553191
2026-07-17,AI tools & productivity,1.0612244897959184
2026-07-24,AI tools & productivity,1.1224489795918366
2025-08-01,Climate activism,0.7111111111111111
2025-08-08,Climate activism,1.2127659574468086
2025-08-15,Climate activism,0.9791666666666666
2025-08-22,Climate activism,1.2127659574468086
2025-08-29,Climate activism,0.7391304347826086
2025-09-05,Climate activism,0.8571428571428571
2025-09-12,Climate activism,1.0638297872340425
2025-09-19,Climate activism,0.8260869565217391
2025-09-26,Climate activism,0.9795918367346939
2025-10-03,Climate activism,1.0
2025-10-10,Climate activism,1.0204081632653061
2025-10-17,Climate activism,1.0222222222222221
2025-10-24,Climate activism,1.0833333333333333
2025-10-31,Climate activism,0.9782608695652174
2025-11-07,Climate activism,1.0434782608695652
2025-11-14,Climate activism,0.8
2025-11-21,Climate activism,1.326086956521739
2025-11-28,Climate activism,1.0869565217391304
2025-12-05,Climate activism,1.1136363636363635
2025-12-12,Climate activism,1.1363636363636365
2025-12-19,Climate activism,0.851063829787234
2025-12-26,Climate activism,1.1538461538461537
2026-01-02,Climate activism,0.8958333333333334
2026-01-09,Climate activism,0.7857142857142857
2026-01-16,Climate activism,0.9615384615384616
2026-01-23,Climate activism,1.1063829787234043
2026-01-30,Climate activism,1.0888888888888888
2026-02-06,Climate activism,0.9772727272727273
2026-02-13,Climate activism,1.288888888888889
2026-02-20,Climate activism,1.0434782608695652
2026-02-27,Climate activism,1.5
2026-03-06,Climate activism,1.74
2026-03-13,Climate activism,2.0217391304347827
2026-03-20,Climate activism,2.78
2026-03-27,Climate activism,4.638297872340425
2026-04-03,Climate activism,5.510204081632653
2026-04-10,Climate activism,6.882352941176471
2026-04-17,Climate activism,8.78
2026-04-24,Climate activism,10.9375
2026-05-01,Climate activism,11.6
2026-05-08,Climate activism,15.46808510638298
2026-05-15,Climate activism,15.854166666666666
2026-05-22,Climate activism,17.41860465116279
2026-05-29,Climate activism,16.152173913043477
2026-06-05,Climate activism,18.04255319148936
2026-06-12,Climate activism,17.770833333333332
2026-06-19,Climate activism,17.41176470588235
2026-06-26,Climate activism,14.73076923076923
2026-07-03,Climate activism,15.0
2026-07-10,Climate activism,10.833333333333334
2026-07-17,Climate activism,9.911111111111111
2026-07-24,Climate activism,8.956521739130435
2025-08-01,Comedy & meme culture,3.2291666666666665
2025-08-08,Comedy & meme culture,3.7560975609756095
2025-08-15,Comedy & meme culture,5.74
2025-08-22,Comedy & meme culture,8.4375
2025-08-29,Comedy & meme culture,9.607843137254902
2025-09-05,Comedy & meme culture,13.023255813953488
2025-09-12,Comedy & meme culture,16.53061224489796
2025-09-19,Comedy & meme culture,18.046511627906977
2025-09-26,Comedy & meme culture,21.93617021276596
2025-10-03,Comedy & meme culture,24.377777777777776
2025-10-10,Comedy & meme culture,29.163265306122447
2025-10-17,Comedy & meme culture,29.148936170212767
2025-10-24,Comedy & meme culture,30.644444444444446
2025-10-31,Comedy & meme culture,31.711111111111112
2025-11-07,Comedy & meme culture,29.5625
2025-11-14,Comedy & meme culture,29.59259259259259
2025-11-21,Comedy & meme culture,29.208333333333332
2025-11-28,Comedy & meme culture,24.942307692307693
2025-12-05,Comedy & meme culture,20.86
2025-12-12,Comedy & meme culture,19.4375
2025-12-19,Comedy & meme culture,15.25
2025-12-26,Comedy & meme culture,14.08695652173913
2026-01-02,Comedy & meme culture,9.83673469387755
2026-01-09,Comedy & meme culture,7.309523809523809
2026-01-16,Comedy & meme culture,5.86
2026-01-23,Comedy & meme culture,4.2075471698113205
2026-01-30,Comedy & meme culture,2.6444444444444444
2026-02-06,Comedy & meme culture,1.4651162790697674
2026-02-13,Comedy & meme culture,1.3333333333333333
2026-02-20,Comedy & meme culture,1.0192307692307692
2026-02-27,Comedy & meme culture,0.9387755102040817
2026-03-06,Comedy & meme culture,0.9787234042553191
2026-03-13,Comedy & meme culture,1.2448979591836735
2026-03-20,Comedy & meme culture,1.1
2026-03-27,Comedy & meme culture,1.0408163265306123
2026-04-03,Comedy & meme culture,1.2222222222222223
2026-04-10,Comedy & meme culture,1.1176470588235294
2026-04-17,Comedy & meme culture,0.9777777777777777
2026-04-24,Comedy & meme culture,0.8490566037735849
2026-05-01,Comedy & meme culture,1.1555555555555554
2026-05-08,Comedy & meme culture,0.9591836734693877
2026-05-15,Comedy & meme culture,1.0
2026-05-22,Comedy & meme culture,1.0204081632653061
2026-05-29,Comedy & meme culture,1.1304347826086956
2026-06-05,Comedy & meme culture,1.163265306122449
2026-06-12,Comedy & meme culture,0.8913043478260869
2026-06-19,Comedy & meme culture,0.8372093023255814
2026-06-26,Comedy & meme culture,0.9387755102040817
2026-07-03,Comedy & meme culture,0.9791666666666666
2026-07-10,Comedy & meme culture,1.06
2026-07-17,Comedy & meme culture,1.0666666666666667
2026-07-24,Comedy & meme culture,0.8775510204081632
2025-08-01,Crypto & side hustles,9.52
2025-08-08,Crypto & side hustles,11.173913043478262
2025-08-15,Crypto & side hustles,13.54
2025-08-22,Crypto & side hustles,14.75
2025-08-29,Crypto & side hustles,18.82
2025-09-05,Crypto & side hustles,20.152173913043477
2025-09-12,Crypto & side hustles,21.46
2025-09-19,Crypto & side hustles,21.522727272727273
2025-09-26,Crypto & side hustles,22.50980392156863
2025-10-03,Crypto & side hustles,20.306122448979593
2025-10-10,Crypto & side hustles,22.25531914893617
2025-10-17,Crypto & side hustles,19.660377358490567
2025-10-24,Crypto & side hustles,18.666666666666668
2025-10-31,Crypto & side hustles,17.069767441860463
2025-11-07,Crypto & side hustles,13.209302325581396
2025-11-14,Crypto & side hustles,11.537037037037036
2025-11-21,Crypto & side hustles,9.041666666666666
2025-11-28,Crypto & side hustles,8.254901960784315
2025-12-05,Crypto & side hustles,5.386363636363637
2025-12-12,Crypto & side hustles,4.270833333333333
2025-12-19,Crypto & side hustles,2.86
2025-12-26,Crypto & side hustles,2.18
2026-01-02,Crypto & side hustles,1.4615384615384615
2026-01-09,Crypto & side hustles,1.2666666666666666
2026-01-16,Crypto & side hustles,1.2830188679245282
2026-01-23,Crypto & side hustles,1.1304347826086956
2026-01-30,Crypto & side hustles,1.0909090909090908
2026-02-06,Crypto & side hustles,1.2926829268292683
